'that', 'political' | In regular: 0 | In spam: 1
'gallery', 'jobless' | In regular: 0 | In spam: 1
'gastonnethotmailcom', 'yjmorganhotmailcom' | In regular: 0 | In spam: 1
'verdana', 'helvetica' | In regular: 0 | In spam: 1
'mbulacuhotmailcom', 'chihotmailcom' | In regular: 0 | In spam: 1
'wasn', 'association' | In regular: 0 | In spam: 1
'which', 'these' | In regular: 0 | In spam: 1
'french', 'from' | In regular: 0 | In spam: 1
'boards', 'that' | In regular: 0 | In spam: 1
'hammer', 'said' | In regular: 0 | In spam: 1
'satellite', 'aboard' | In regular: 1 | In spam: 0
'production', 'process' | In regular: 0 | In spam: 2
'size', 'weight' | In regular: 0 | In spam: 2
'does', 'it' | In regular: 1 | In spam: 0
'told', 'many' | In regular: 1 | In spam: 0
'they', 'immigrants' | In regular: 0 | In spam: 1
'dear', 'all' | In regular: 1 | In spam: 0
'densities', 'creatinesupplemented' | In regular: 1 | In spam: 0
'jenny', 'sorry' | In regular: 0 | In spam: 1
'tdtable', 'cellspacing' | In regular: 0 | In spam: 19
'institut', 'national' | In regular: 2 | In spam: 0
'mail', 'service' | In regular: 2 | In spam: 2
'have', 'partial' | In regular: 1 | In spam: 0
'liberty', 'take' | In regular: 0 | In spam: 1
'table', 'cellpadding' | In regular: 0 | In spam: 1
'tuebingen', 'university' | In regular: 1 | In spam: 0
'reorganization', 'transmitter' | In regular: 1 | In spam: 0
'today', 'arial' | In regular: 0 | In spam: 1
'smtpnwonl', '' | In regular: 1 | In spam: 0
'northern', 'world' | In regular: 0 | In spam: 1
'jhaveri', 'devi' | In regular: 1 | In spam: 0
'write', 'printarticle' | In regular: 0 | In spam: 1
'cortex', 'differentially' | In regular: 1 | In spam: 0
'congo', 'government' | In regular: 0 | In spam: 1
'this', 'limited' | In regular: 0 | In spam: 1
'tried', 'what' | In regular: 0 | In spam: 1
'various', 'version' | In regular: 0 | In spam: 1
'intelligent', 'autonomous' | In regular: 1 | In spam: 0
'write', 'register' | In regular: 0 | In spam: 1
'clients', 'traditional' | In regular: 0 | In spam: 1
'spent', 'time' | In regular: 1 | In spam: 0
'clients', 'europe' | In regular: 0 | In spam: 1
'directs', 'which' | In regular: 0 | In spam: 1
'politics', 'hiaasen' | In regular: 0 | In spam: 1
'that', 'emits' | In regular: 0 | In spam: 1
'visceral', 'regulation' | In regular: 1 | In spam: 0
'arial', 'board' | In regular: 0 | In spam: 1
'this', 'politics' | In regular: 0 | In spam: 1
'current', 'home' | In regular: 0 | In spam: 2
'mission', 'information' | In regular: 0 | In spam: 1
'capital', 'laurent' | In regular: 0 | In spam: 1
'traditional', 'image' | In regular: 1 | In spam: 0
'left', 'pros' | In regular: 0 | In spam: 1
'fusco', 'giorgio' | In regular: 1 | In spam: 0
'http', 'wire' | In regular: 0 | In spam: 1
'school', 'neurology' | In regular: 2 | In spam: 0
'wrong', 'with' | In regular: 0 | In spam: 1
'carry', 'this' | In regular: 0 | In spam: 1
'home', 'object' | In regular: 0 | In spam: 1
'', 'clickherecapslink' | In regular: 0 | In spam: 2
'recviee', 'bachelors' | In regular: 0 | In spam: 1
'dixon', 'style' | In regular: 0 | In spam: 1
'santiagojosefat', 'eulalia' | In regular: 1 | In spam: 0
'effect', 'came' | In regular: 0 | In spam: 1
'main', 'mixed' | In regular: 0 | In spam: 1
'individual', 'collective' | In regular: 1 | In spam: 0
'members', 'fellowshi' | In regular: 0 | In spam: 1
'kendall', 'victoria' | In regular: 1 | In spam: 0
'', 'ntservernakanishicom' | In regular: 0 | In spam: 1
'elem', 'prototype' | In regular: 0 | In spam: 3
'abidjan', 'have' | In regular: 0 | In spam: 1
'http', 'navigator' | In regular: 0 | In spam: 1
'terms', 'nitems' | In regular: 0 | In spam: 1
'roland', 'brock' | In regular: 1 | In spam: 0
'ivorians', 'network' | In regular: 0 | In spam: 1
'contests', 'eval' | In regular: 0 | In spam: 1
'seventh', 'arkansas' | In regular: 0 | In spam: 1
'want', 'arial' | In regular: 0 | In spam: 1
'init', 'being' | In regular: 0 | In spam: 1
'really', 'said' | In regular: 0 | In spam: 1
'medicine', 'physiology' | In regular: 1 | In spam: 0
'equally', 'greatkristen' | In regular: 0 | In spam: 1
'their', 'property' | In regular: 0 | In spam: 1
'reports', 'cypm' | In regular: 0 | In spam: 1
'business', 'roll' | In regular: 0 | In spam: 1
'you', 'knew' | In regular: 0 | In spam: 1
'factor', 'direct' | In regular: 1 | In spam: 0
'need', 'pictures' | In regular: 0 | In spam: 1
'spoke', 'glory' | In regular: 1 | In spam: 0
'winntmailnwonl', 'with' | In regular: 1 | In spam: 0
'bulacu', 'ml' | In regular: 1 | In spam: 0
'student', 'teams' | In regular: 2 | In spam: 0
'anyone', 'hostage' | In regular: 0 | In spam: 1
'reaction', 'face' | In regular: 0 | In spam: 1
'ridiculous', 'style' | In regular: 0 | In spam: 1
'days', 'layername' | In regular: 0 | In spam: 1
'lecture', 'series' | In regular: 1 | In spam: 0
'function', 'action' | In regular: 0 | In spam: 1
'body', 'mayor' | In regular: 0 | In spam: 1
'guides', 'long' | In regular: 0 | In spam: 1
'nthis', 'else' | In regular: 0 | In spam: 1
'government', 'serve' | In regular: 1 | In spam: 0
'french', 'ministries' | In regular: 0 | In spam: 1
'remain', 'open' | In regular: 0 | In spam: 1
'nested', 'business' | In regular: 0 | In spam: 1
'companionship', 'pets' | In regular: 0 | In spam: 1
'interest', 'courses' | In regular: 1 | In spam: 0
'hnnhotmailcom', 'luibabyhotmailcom' | In regular: 0 | In spam: 1
'later', 'jobs' | In regular: 0 | In spam: 1
'story', 'archivestuff' | In regular: 0 | In spam: 1
'sorry', 'that' | In regular: 0 | In spam: 1
'university', 'applied' | In regular: 1 | In spam: 0
'productivity', 'prototype' | In regular: 0 | In spam: 1
'open', 'civilians' | In regular: 0 | In spam: 1
'tolowercase', 'instructed' | In regular: 0 | In spam: 1
'biographies', 'bbcshop' | In regular: 0 | In spam: 1
'these', 'movies' | In regular: 0 | In spam: 1
'rahardja', 'rsusantoirastaredusg' | In regular: 1 | In spam: 0
'sansig', 'klaus' | In regular: 1 | In spam: 0
'winopts', 'small' | In regular: 0 | In spam: 1
'computing', 'signal' | In regular: 1 | In spam: 0
'tropical', 'many' | In regular: 0 | In spam: 1
'responses', 'spinal' | In regular: 1 | In spam: 0
'dececration', 'them' | In regular: 0 | In spam: 1
'toys', 'phrase' | In regular: 0 | In spam: 1
'else', 'since' | In regular: 0 | In spam: 1
'decoration', 'none' | In regular: 0 | In spam: 1
'that', 'object' | In regular: 1 | In spam: 0
'text', 'during' | In regular: 0 | In spam: 1
'developed', 'using' | In regular: 1 | In spam: 0
'that', 'fayetteville' | In regular: 0 | In spam: 1
'text', 'document' | In regular: 0 | In spam: 1
'unemployment', 'disgruntled' | In regular: 1 | In spam: 0
'namedgeneratorstylestyleheadbodydivfont', 'facedarial' | In regular: 0 | In spam: 2
'embedded', 'programming' | In regular: 1 | In spam: 0
'contents', 'abstractsindexes' | In regular: 1 | In spam: 0
'patterns', 'environment' | In regular: 1 | In spam: 0
'idea', 'came' | In regular: 0 | In spam: 1
'sitesurveykey', 'elem' | In regular: 0 | In spam: 1
'only', 'control' | In regular: 0 | In spam: 1
'rakeshhotmailcom', 'xingladhotmailcom' | In regular: 0 | In spam: 1
'thought', 'quite' | In regular: 0 | In spam: 1
'corral', 'silvia' | In regular: 1 | In spam: 0
'arkansas', 'offense' | In regular: 0 | In spam: 1
'takes', 'possession' | In regular: 0 | In spam: 1
'growth', 'human' | In regular: 0 | In spam: 1
'week', 'event' | In regular: 0 | In spam: 1
'alassane', 'agreed' | In regular: 0 | In spam: 1
'extravaganza', 'function' | In regular: 0 | In spam: 1
'invoked', 'from' | In regular: 3 | In spam: 0
'news', 'false' | In regular: 0 | In spam: 1
'function', 'none' | In regular: 0 | In spam: 2
'from', 'menlo' | In regular: 0 | In spam: 1
'href', 'mixed' | In regular: 0 | In spam: 1
'release', 'rodent' | In regular: 1 | In spam: 0
'approval', 'close' | In regular: 0 | In spam: 1
'comment', 'will' | In regular: 0 | In spam: 1
'', 'forgedrcvdfound' | In regular: 1 | In spam: 0
'taking', 'events' | In regular: 0 | In spam: 1
'survives', 'grandmother' | In regular: 0 | In spam: 1
'named', 'jordan' | In regular: 0 | In spam: 1
'information', 'prefix' | In regular: 0 | In spam: 1
'arial', 'like' | In regular: 0 | In spam: 1
'animation', 'content' | In regular: 0 | In spam: 1
'secure', 'life' | In regular: 0 | In spam: 1
'other', 'could' | In regular: 0 | In spam: 1
'object', 'offsetleft' | In regular: 0 | In spam: 1
'position', 'boston' | In regular: 2 | In spam: 0
'', 'doorwerth' | In regular: 1 | In spam: 0
'start', 'saving' | In regular: 0 | In spam: 2
'action', 'parseint' | In regular: 0 | In spam: 1
'acting', 'like' | In regular: 0 | In spam: 1
'toxicity', 'study' | In regular: 0 | In spam: 1
'current', 'future' | In regular: 0 | In spam: 1
'will', 'tell' | In regular: 1 | In spam: 0
'', 'assured' | In regular: 0 | In spam: 2
'products', 'clearly' | In regular: 0 | In spam: 1
'investor', 'relations' | In regular: 0 | In spam: 2
'each', 'hand' | In regular: 2 | In spam: 0
'neurons', 'noninflamed' | In regular: 1 | In spam: 0
'keys', 'tropical' | In regular: 0 | In spam: 1
'biomedical', 'research' | In regular: 1 | In spam: 0
'bracewell', 'alan' | In regular: 1 | In spam: 0
'from', 'babylonnaturecom' | In regular: 3 | In spam: 0
'center', 'york' | In regular: 0 | In spam: 1
'borderd', 'aligndcenter' | In regular: 0 | In spam: 8
'sent', 'hover' | In regular: 0 | In spam: 1
'dagata', 'sebastiano' | In regular: 1 | In spam: 0
'days', 'news' | In regular: 0 | In spam: 1
'indexof', 'calculating' | In regular: 0 | In spam: 1
'alongside', 'login' | In regular: 0 | In spam: 1
'cursor', 'function' | In regular: 0 | In spam: 1
'from', 'actmailactechinccom' | In regular: 0 | In spam: 1
'show', 'shred' | In regular: 0 | In spam: 1
'size', 'text' | In regular: 0 | In spam: 2
'getinlineleft', 'davis' | In regular: 0 | In spam: 1
'left', 'true' | In regular: 0 | In spam: 1
'delicious', 'italian' | In regular: 1 | In spam: 0
'institute', 'epilepsy' | In regular: 1 | In spam: 0
'cameraready', 'papers' | In regular: 1 | In spam: 0
'info', 'tech' | In regular: 0 | In spam: 1
'opera', 'about' | In regular: 0 | In spam: 1
'next', 'rwandan' | In regular: 0 | In spam: 1
'beckenham', 'englandprnewswiretrue' | In regular: 0 | In spam: 1
'work', 'services' | In regular: 0 | In spam: 1
'night', 'beforelate' | In regular: 0 | In spam: 1
'travel', 'wins' | In regular: 0 | In spam: 1
'anitrujillohotmailcom', 'lucascaihotmailcom' | In regular: 0 | In spam: 1
'sizedthe', 'long' | In regular: 1 | In spam: 0
'books', 'hold' | In regular: 0 | In spam: 1
'font', 'ever' | In regular: 0 | In spam: 1
'nitems', 'resize' | In regular: 0 | In spam: 1
'kelly', 'brownievennessmailexcitecom' | In regular: 0 | In spam: 1
'before', 'about' | In regular: 0 | In spam: 1
'substring', 'foundation' | In regular: 0 | In spam: 1
'market', 'which' | In regular: 0 | In spam: 1
'year', 'later' | In regular: 2 | In spam: 0
'valuable', 'deal' | In regular: 0 | In spam: 1
'crosswords', 'tolowercase' | In regular: 0 | In spam: 1
'aclrover', 'else' | In regular: 0 | In spam: 1
'sizedeconomists', 'played' | In regular: 1 | In spam: 0
'but', 'now' | In regular: 1 | In spam: 0
'hospital', 'ramon' | In regular: 1 | In spam: 0
'situation', 'news' | In regular: 0 | In spam: 1
'initial', 'victoryfontdiv' | In regular: 1 | In spam: 0
'class', 'animators' | In regular: 0 | In spam: 1
'alfonso', 'lavado' | In regular: 1 | In spam: 0
'have', 'articleauthor' | In regular: 0 | In spam: 1
'different', 'classes' | In regular: 1 | In spam: 0
'revenue', 'st' | In regular: 0 | In spam: 1
'business', 'their' | In regular: 0 | In spam: 1
'extended', 'auto' | In regular: 0 | In spam: 11
'action', 'governor' | In regular: 0 | In spam: 1
'poll', 'requestdomain' | In regular: 0 | In spam: 1
'this', 'rights' | In regular: 0 | In spam: 1
'yang', 'follows' | In regular: 1 | In spam: 0
'detection', 'using' | In regular: 1 | In spam: 0
'headquarters', 'berlin' | In regular: 0 | In spam: 1
'onresize', 'this' | In regular: 0 | In spam: 1
'with', 'food' | In regular: 0 | In spam: 1
'imgobject', 'alert' | In regular: 0 | In spam: 1
'versions', 'story' | In regular: 0 | In spam: 1
'requestdomain', 'function' | In regular: 0 | In spam: 1
'watch', 'safe' | In regular: 0 | In spam: 1
'service', 'however' | In regular: 0 | In spam: 1
'history', 'news' | In regular: 0 | In spam: 1
'gunter', 'ehret' | In regular: 1 | In spam: 0
'desktop', 'gbagbo' | In regular: 0 | In spam: 1
'duchampviret', 'andre' | In regular: 1 | In spam: 0
'long', 'comment' | In regular: 0 | In spam: 1
'special', 'interviews' | In regular: 0 | In spam: 1
'with', 'mail' | In regular: 0 | In spam: 1
'for', 'this' | In regular: 0 | In spam: 1
'landing', 'requires' | In regular: 0 | In spam: 1
'recognize', 'week' | In regular: 0 | In spam: 1
'span', 'classdpreducesspan' | In regular: 0 | In spam: 2
'dynasty', '' | In regular: 1 | In spam: 0
'reduce', 'well' | In regular: 0 | In spam: 1
'image', 'mixed' | In regular: 0 | In spam: 1
'awellihotmailcom', 'trustnonehotmailcom' | In regular: 0 | In spam: 1
'facedarial', 'sizedhour' | In regular: 1 | In spam: 0
'patients', 'wit' | In regular: 0 | In spam: 1
'supper', 'riodan' | In regular: 0 | In spam: 1
'outlookundiscrecips', '' | In regular: 1 | In spam: 0
'this', 'years' | In regular: 1 | In spam: 0
'with', 'relief' | In regular: 2 | In spam: 0
'humanlike', 'aliens' | In regular: 0 | In spam: 1
'development', 'unit' | In regular: 1 | In spam: 0
'mere', 'year' | In regular: 0 | In spam: 1
'only', 'cypm' | In regular: 0 | In spam: 1
'sessions', 'must' | In regular: 1 | In spam: 0
'book', 'records' | In regular: 0 | In spam: 1
'esmtp', 'hadditoj' | In regular: 0 | In spam: 1
'universities', 'based' | In regular: 0 | In spam: 7
'seemed', 'quite' | In regular: 0 | In spam: 1
'licensing', 'market' | In regular: 0 | In spam: 1
'used', 'tested' | In regular: 1 | In spam: 0
'visibility', 'florida' | In regular: 0 | In spam: 1
'this', 'false' | In regular: 0 | In spam: 4
'hated', 'required' | In regular: 0 | In spam: 1
'nakagawa', 'yosuke' | In regular: 1 | In spam: 0
'moving', 'sammys' | In regular: 0 | In spam: 1
'else', 'anywhere' | In regular: 0 | In spam: 1
'direct', 'clicking' | In regular: 1 | In spam: 0
'toolsready', 'prototype' | In regular: 0 | In spam: 1
'reloaded', 'mean' | In regular: 0 | In spam: 1
'brain', 'research' | In regular: 1 | In spam: 0
'live', 'floor' | In regular: 0 | In spam: 1
'economy', 'were' | In regular: 0 | In spam: 1
'tcwppswrugnl', 'localhost' | In regular: 2 | In spam: 0
'chulyounghotmailcom', 'sselmeshotmailcom' | In regular: 0 | In spam: 1
'before', 'know' | In regular: 0 | In spam: 1
'would', 'have' | In regular: 0 | In spam: 1
'eggs', 'with' | In regular: 0 | In spam: 1
'ireland', 'sources' | In regular: 0 | In spam: 1
'least', 'city' | In regular: 0 | In spam: 1
'decoration', 'game' | In regular: 0 | In spam: 1
'money', 'offers' | In regular: 0 | In spam: 1
'accused', 'schedules' | In regular: 0 | In spam: 1
'colorffffffrandomizefontfontbbr', 'font' | In regular: 0 | In spam: 1
'clrover', 'network' | In regular: 0 | In spam: 1
'true', 'health' | In regular: 0 | In spam: 1
'patients', 'will' | In regular: 0 | In spam: 1
'gerald', 'mclaren' | In regular: 1 | In spam: 0
'ieee', 'educational' | In regular: 3 | In spam: 0
'project', 'activevision' | In regular: 1 | In spam: 0
'sitesurveykey', 'document' | In regular: 0 | In spam: 1
'minutes', 'unlimited' | In regular: 0 | In spam: 1
'object', 'which' | In regular: 0 | In spam: 1
'information', 'from' | In regular: 1 | In spam: 0
'browsers', 'accounts' | In regular: 0 | In spam: 1
'coltraneits', 'miles' | In regular: 0 | In spam: 1
'were', 'present' | In regular: 0 | In spam: 1
'anapiaggihotmailcom', 'dababemagnethotmailcom' | In regular: 0 | In spam: 1
'management', 'ordm' | In regular: 0 | In spam: 1
'says', 'quadrants' | In regular: 0 | In spam: 1
'concern', 'vista' | In regular: 0 | In spam: 1
'boldfish', 'sun' | In regular: 2 | In spam: 0
'pages', 'solid' | In regular: 0 | In spam: 1
'this', 'productive' | In regular: 0 | In spam: 1
'with', 'overly' | In regular: 0 | In spam: 1
'although', 'ne' | In regular: 0 | In spam: 1
'true', 'edmondson' | In regular: 0 | In spam: 1
'automatic', 'writer' | In regular: 4 | In spam: 0
'past', 'colleagues' | In regular: 0 | In spam: 1
'from', 'aabjxaryahoocom' | In regular: 0 | In spam: 1
'general', 'data' | In regular: 1 | In spam: 0
'base', 'their' | In regular: 0 | In spam: 1
'expression', 'communicating' | In regular: 0 | In spam: 1
'intelligence', 'pami' | In regular: 2 | In spam: 0
'france', 'pierre' | In regular: 1 | In spam: 0
'readalso', 'recommend' | In regular: 0 | In spam: 1
'need', 'update' | In regular: 1 | In spam: 0
'subscribed', 'alert' | In regular: 1 | In spam: 0
'contours', 'because' | In regular: 1 | In spam: 0
'berlin', 'maxdelbrueckcentrum' | In regular: 1 | In spam: 0
'wheels', 'headline' | In regular: 0 | In spam: 1
'radar', 'tomographic' | In regular: 1 | In spam: 0
'unlikely', 'baghdad' | In regular: 0 | In spam: 1
'however', 'your' | In regular: 1 | In spam: 0
'waste', 'have' | In regular: 0 | In spam: 1
'opera', 'window' | In regular: 0 | In spam: 1
'diego', 'novartis' | In regular: 1 | In spam: 0
'shanelledionehotmailcom', 'anshotmailcom' | In regular: 0 | In spam: 1
'international', 'congress' | In regular: 1 | In spam: 0
'being', 'links' | In regular: 0 | In spam: 1
'personal', 'poll' | In regular: 0 | In spam: 1
'doctor', 'doubtfully' | In regular: 0 | In spam: 1
'store', 'complete' | In regular: 1 | In spam: 0
'eyptanntuedusg', 'mailtoeyptanntuedusg' | In regular: 1 | In spam: 0
'realm', 'mordor' | In regular: 0 | In spam: 1
'seems', 'function' | In regular: 0 | In spam: 1
'dutch', 'endoneuropsycho' | In regular: 1 | In spam: 0
'serif', 'fill' | In regular: 0 | In spam: 1
'this', 'condo' | In regular: 0 | In spam: 1
'function', 'have' | In regular: 0 | In spam: 1
'realtime', 'data' | In regular: 1 | In spam: 0
'states', 'yeah' | In regular: 0 | In spam: 1
'orbited', 'earth' | In regular: 1 | In spam: 0
'jacumaronhotmailcom', 'chiangyushihotmailcom' | In regular: 0 | In spam: 1
'messageboard', 'avril' | In regular: 0 | In spam: 1
'also', 'choose' | In regular: 1 | In spam: 0
'responses', 'frequency' | In regular: 1 | In spam: 0
'hhbjptnysjvcbpj', 'tkkz' | In regular: 0 | In spam: 1
'verb', 'sentence' | In regular: 1 | In spam: 0
'education', 'unlimited' | In regular: 0 | In spam: 1
'book', 'homes' | In regular: 0 | In spam: 1
